iteration,batch_size,warmup_iterations,measured_iterations,preprocess_ms,inference_ms,postprocess_ms,end_to_end_ms,stage_sum_ms
75,1,10,100,3.103275,0.066548,0.00402,3.173843,3.173843
76,1,10,100,0.096882,0.055398,0.004008,0.156288,0.156288
77,1,10,100,0.096025,0.060773,0.003857,0.160655,0.160655
78,1,10,100,0.09948,0.057778,0.003827,0.161085,0.161085
79,1,10,100,0.095207,0.059892,0.003872,0.158971,0.158971
80,1,10,100,0.096161,0.055513,0.004016,0.15569,0.15569
81,1,10,100,0.101973,0.058146,0.004115,0.164234,0.164234
82,1,10,100,0.095525,0.061943,0.00419,0.161658,0.161658
83,1,10,100,0.102008,0.061733,0.004137,0.167878,0.167878
84,1,10,100,0.098754,0.058851,0.003797,0.161402,0.161402
85,1,10,100,0.095872,0.060393,0.00383,0.160095,0.160095
86,1,10,100,0.100879,0.061652,0.003957,0.166488,0.166488
87,1,10,100,0.103272,0.061353,0.004189,0.168814,0.168814
88,1,10,100,0.097107,0.057383,0.003931,0.158421,0.158421
89,1,10,100,0.101783,0.057199,0.00389,0.162872,0.162872
90,1,10,100,0.096524,0.059238,0.003806,0.159568,0.159568
91,1,10,100,0.097724,0.061621,0.003823,0.163168,0.163168
92,1,10,100,0.103237,0.060791,0.003843,0.167871,0.167871
93,1,10,100,3.102827,0.062693,0.00404,3.16956,3.16956
94,1,10,100,0.098128,0.058573,0.00395,0.160651,0.160651
95,1,10,100,0.098766,0.058988,0.003837,0.161591,0.161591
96,1,10,100,0.101241,0.056633,0.003713,0.161587,0.161587
97,1,10,100,0.09575,0.058778,0.003763,0.158291,0.158291
98,1,10,100,0.099681,0.060465,0.003866,0.164012,0.164012
99,1,10,100,0.103954,0.060176,0.003927,0.168057,0.168057
100,1,10,100,0.094886,0.056991,0.003795,0.155672,0.155672
