iteration,batch_size,warmup_iterations,measured_iterations,preprocess_ms,inference_ms,postprocess_ms,end_to_end_ms,stage_sum_ms
69,1,10,100,0.066774,0.037424,0.002084,0.106282,0.106282
70,1,10,100,0.071072,0.042508,0.002026,0.115606,0.115606
71,1,10,100,0.066977,0.041799,0.001998,0.110774,0.110774
72,1,10,100,0.067575,0.042936,0.001953,0.112464,0.112464
73,1,10,100,0.067169,0.042655,0.001996,0.11182,0.11182
74,1,10,100,0.067095,0.04154,0.002066,0.110701,0.110701
75,1,10,100,0.069242,0.042059,0.002057,0.113358,0.113358
76,1,10,100,0.06979,0.038711,0.001999,0.1105,0.1105
77,1,10,100,0.072421,0.038871,0.002126,0.113418,0.113418
78,1,10,100,0.068683,0.039969,0.002118,0.11077,0.11077
79,1,10,100,0.075501,0.041407,0.002116,0.119024,0.119024
80,1,10,100,0.071633,0.044521,0.002173,0.118327,0.118327
81,1,10,100,0.073717,0.040869,0.002118,0.116704,0.116704
82,1,10,100,0.077097,0.041391,0.0021,0.120588,0.120588
83,1,10,100,0.072945,0.039849,0.002009,0.114803,0.114803
84,1,10,100,0.069781,0.039771,0.002095,0.111647,0.111647
85,1,10,100,0.066702,0.038979,0.00214,0.107821,0.107821
86,1,10,100,0.067186,0.039749,0.002024,0.108959,0.108959
87,1,10,100,0.066326,0.039526,0.002016,0.107868,0.107868
88,1,10,100,0.06671,0.042955,0.001996,0.111661,0.111661
89,1,10,100,0.069962,0.040688,0.001995,0.112645,0.112645
90,1,10,100,0.066333,0.042068,0.001989,0.11039,0.11039
91,1,10,100,0.0666,0.038905,0.002073,0.107578,0.107578
92,1,10,100,0.067019,0.039442,0.001931,0.108392,0.108392
93,1,10,100,0.070408,0.043322,0.002047,0.115777,0.115777
94,1,10,100,0.066712,0.03949,0.00201,0.108212,0.108212
95,1,10,100,0.066651,0.041056,0.001978,0.109685,0.109685
96,1,10,100,0.066125,0.038027,0.001975,0.106127,0.106127
97,1,10,100,0.06688,0.040027,0.002033,0.10894,0.10894
98,1,10,100,0.066261,0.04056,0.002009,0.10883,0.10883
99,1,10,100,0.06696,0.037824,0.002026,0.10681,0.10681
100,1,10,100,0.066558,0.043911,0.001958,0.112427,0.112427
